message,label,prediction
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0,0.0
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,0.0
If You mean the website. Yes.,0,0.0
"If e timing can, then i go w u lor...",0,0.0
If he started searching he will get job in few days.he have great potential and talent.,0,0.0
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0,0.0
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0,0.0
If we win its really no 1 side for long time.,0,0.0
If you r @ home then come down within 5 min,0,0.0
In da car park,0,0.0
In that case I guess I'll see you at campus lodge,0,0.0
In work now. Going have in few min.,0,0.0
Indeed and by the way it was either or - not both !,0,0.0
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0,0.0
Is there any training tomorrow?,0,0.0
Is toshiba portege m100 gd?,0,0.0
Is xy going 4 e lunch?,0,0.0
"It could work, we'll reach a consensus at the next meeting",0,0.0
It means u could not keep ur words.,0,0.0
It took Mr owl 3 licks,0,1.0
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,0,0.0
Its a great day. Do have yourself a beautiful one.,0,0.0
Its a part of checking IQ,0,0.0
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0,0.0
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,0,0.0
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0,0.0
Its just the effect of irritation. Just ignore it,0,0.0
"It���s reassuring, in this crazy world.",0,0.0
I���ll have a look at the frying pan in case it���s cheap or a book perhaps. No that���s silly a frying pan isn���t likely to be a book,0,0.0
JADE ITS PAUL. Y DIDN��T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0,0.0
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0,0.0
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,0.0
Just buy a pizza. Meat lovers or supreme. U get to pick.,0,0.0
"Just dropped em off, omw back now",0,1.0
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0,0.0
"Just sent again. Do you scream and moan in bed, princess?",0,0.0
Just sleeping..and surfing,0,0.0
Just wait till end of march when el nino gets himself. Oh.,0,0.0
K I'll be sure to get up before noon and see what's what,0,0.0
K I'll call you when I'm close,0,0.0
K actually can you guys meet me at the sunoco on howard? It should be right on the way,0,0.0
K go and sleep well. Take rest:-).,0,0.0
K k pa Had your lunch aha.,0,0.0
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,0.0
"K, can I pick up another 8th when you're done?",0,0.0
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0,0.0
K...k...yesterday i was in cbe .,0,0.0
K..give back my thanks.,0,0.0
K..k.:)congratulation ..,0,0.0
K..k:)how about your training process?,0,0.0
K.:)do it at evening da:)urgent:),0,0.0
K.:)you are the only girl waiting in reception ah?,0,0.0
K.k:)advance happy pongal.,0,0.0
K.then any other special?,0,0.0
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",0,0.0
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0,0.0
Kinda. First one gets in at twelve! Aah. Speak tomo,0,0.0
LOL what happens in Vegas stays in vegas,0,0.0
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",0,0.0
Lara said she can loan me  &lt;#&gt; .,0,0.0
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",0,0.0
Lemme know when you're here,0,0.0
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0,0.0
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0,0.0
"Lets use it next week, princess :)",0,0.0
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,0.0
Life style garments account no please.,0,1.0
"Like  &lt;#&gt; , same question",0,0.0
Like a personal sized or what,0,0.0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,0.0
Lmao ok I wont be needing u to do my hair anymore.,0,0.0
Lol ... I knew that .... I saw him in the dollar store,0,0.0
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,0.0
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0,0.0
Lol boo I was hoping for a laugh,0,0.0
Lol now I'm after that hot air balloon!,0,0.0
Lol ok. I'll snatch her purse too.,0,0.0
Lol well don't do it without me. We could have a big sale together.,0,0.0
Lol where do u come up with these ideas?,0,0.0
Lol yeah at this point I guess not,0,0.0
Love it! I want to flood that pretty pussy with cum...,0,1.0
Love that holiday Monday feeling even if I have to go to the dentists in an hour,0,0.0
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,0.0
MMM ... Fuck .... Merry Christmas to me,0,0.0
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0,0.0
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,0.0
"Mah b, I'll pick it up tomorrow",0,0.0
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,0,0.0
Me fine..absolutly fine,0,0.0
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,0.0
Me too! Have a lovely night xxx,0,0.0
Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,0.0
Mine here like all fr china then so noisy.,0,0.0
Mm have some kanji dont eat anything heavy ok,0,0.0
Mm i am on the way to railway,0,0.0
Mm i had my food da from out,0,0.0
Mm you ask him to come its enough :-),0,0.0
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0,0.0
Moji just informed me that you saved our lives. Thanks.,0,0.0
"Mostly sports type..lyk footbl,crckt..",0,1.0
Much better now thanks lol,0,0.0
Mum not going robinson already.,0,0.0
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,0,0.0
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,0,0.0
"My painful personal thought- \\I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"\"\"\"",0,0.0
"My planning usually stops at \\find hella weed smoke hella weed\"\"\"\"",0,0.0
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,0.0
My sister got placed in birla soft da:-),0,0.0
"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,0.0
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,0.0
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,0.0
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,0.0
Nah dub but je still buff,0,1.0
Nah im goin 2 the wrks with j wot bout u?,0,0.0
Nationwide auto centre (or something like that) on Newport road. I liked them there,0,0.0
Near kalainar tv office.thenampet,0,0.0
Neshanth..tel me who r u?,0,0.0
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,0.0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,0.0
New car and house for my parents.:)i have only new job in hand:),0,0.0
Nice talking to you! please dont forget my pix :) i want to see all of you...,0,0.0
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,0.0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,0.0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,0.0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,0.0
"No I'm good for the movie, is it ok if I leave in an hourish?",0,0.0
No break time one... How... I come out n get my stuff fr �_?,0,0.0
No but the bluray player can,0,0.0
No chikku nt yet.. Ya i'm free,0,0.0
No da if you run that it activate the full version da.,0,0.0
No da..today also i forgot..,0,0.0
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0,0.0
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",0,0.0
No just send to you. Bec you in temple na.,0,1.0
No message..no responce..what happend?,0,1.0
No need for the drug anymore.,0,0.0
No need to buy lunch for me.. I eat maggi mee..,0,0.0
No no. I will check all rooms befor activities,0,0.0
No no. I will check all rooms befor activities,0,0.0
No plm i will come da. On the way.,0,0.0
No problem. How are you doing?,0,0.0
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,0.0
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",0,0.0
No. Thank you. You've been wonderful,0,0.0
No:-)i got rumour that you going to buy apartment in chennai:-),0,0.0
Nobody can decide where to eat and dad wants Chinese,0,0.0
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0,0.0
Nope i waiting in sch 4 daddy...,0,0.0
Nope... Juz off from work...,0,0.0
Not able to do anything.,0,0.0
Not course. Only maths one day one chapter with in one month we can finish.,0,0.0
"Not for possession, especially not first offense",0,0.0
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,0.0
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0,0.0
"Nothing, i got msg frm tht unknown no..",0,0.0
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,0.0
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0,0.0
O i played smash bros  &lt;#&gt;  religiously.,0,0.0
O we cant see if we can join denis and mina? Or does denis want alone time,0,0.0
O. Guess they both got screwd,0,0.0
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,0.0
Ofcourse I also upload some songs,0,0.0
Oh all have to come ah?,0,0.0
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0,0.0
Oh god..taken the teeth?is it paining,0,0.0
Oh ho. Is this the first time u use these type of words,0,0.0
Oh ho. Is this the first time u use these type of words,0,0.0
Oh k...i'm watching here:),0,0.0
Oh ok..,0,0.0
Oh wow thats gay. Will firmware update help,0,0.0
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0,0.0
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",0,0.0
Ok,0,0.0
Ok,0,0.0
Ok c �_ then.,0,0.0
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0,0.0
Ok i am on the way to home hi hi,0,0.0
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,0,0.0
Ok i msg u b4 i leave my house.,0,0.0
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0,0.0
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,0.0
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,0,0.0
Ok k..sry i knw 2 siva..tats y i askd..,0,0.0
Ok lor but not too early. Me still having project meeting now.,0,0.0
Ok lor.,0,0.0
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,0.0
Ok lor...,0,0.0
Ok lor... But buy wat?,0,0.0
Ok lor... Or u wan me go look 4 u?,0,0.0
Ok no prob. Take ur time.,0,0.0
"Ok, be careful ! Don't text and drive !",0,0.0
Ok.,0,0.0
Ok.,0,0.0
Ok. I asked for money how far,0,0.0
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",0,0.0
Ok..,0,0.0
Ok...,0,0.0
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,0,0.0
Ok... Help me ask if she's working tmr a not?,0,0.0
Ok... I din get ur msg...,0,0.0
Ok... Ur typical reply...,0,0.0
"Okay, good, no problem, and thanx!",0,0.0
Okay. I've seen it. So i should pick it on friday?,0,0.0
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,0.0
Okay... We wait ah,0,0.0
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",0,0.0
Okie.. Thanx..,0,0.0
Okie...,0,0.0
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0,0.0
Once free call me sir.,0,0.0
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0,0.0
Onum ela pa. Normal than.,0,0.0
Oops. 4 got that bit.,0,0.0
Or i go home first lar �_ wait 4 me lor.. I put down my stuff first..,0,0.0
Or ill be a little closer like at the bus stop on the same street,0,0.0
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,0.0
Otherwise had part time job na-tuition..,0,1.0
Our Prasanth ettans mother passed away last night. Just pray for her and family.,0,0.0
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,0.0
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0,0.0
Pick you up bout 7.30ish? What time are  and that going?,0,0.0
Please don't text me anymore. I have nothing else to say.,0,0.0
Please tell me you have some of that special stock you were talking about,0,0.0
Pls accept me for one day. Or am begging you change the number.,0,0.0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,0.0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,0.0
Poor girl can't go one day lmao,0,0.0
Prabha..i'm soryda..realy..frm heart i'm sory,0,0.0
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,0.0
"Probably not, still going over some stuff here",0,0.0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,0.0
Quite late lar... Ard 12 anyway i wun b drivin...,0,0.0
R u still working now?,0,0.0
R we still meeting 4 dinner tonight?,0,0.0
R �_ going 4 today's meeting?,0,0.0
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,0.0
Ranjith cal drpd Deeraj and deepak 5min hold,0,0.0
Raviyog Peripherals bhayandar east,0,0.0
Reverse is cheating. That is not mathematics.,0,0.0
"Right on brah, see you later",0,0.0
Rofl. Its true to its name,0,0.0
Roger that. We���re probably going to rem in about 20,0,0.0
S da..al r above  &lt;#&gt;,0,0.0
S.this will increase the chance of winning.,0,0.0
S:)8 min to go for lunch:),0,1.0
S:)no competition for him.,0,1.0
S:-)if we have one good partnership going we will take lead:),0,0.0
Sac needs to carry on:),0,0.0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,0.0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,0.0
"Same, I'm at my great aunts anniversary party in tarpon springs",0,0.0
Same. Wana plan a trip sometme then,0,0.0
Sday only joined.so training we started today:),0,0.0
Send to someone else :-),0,0.0
Senthil group company Apnt 5pm.,0,0.0
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0,0.0
Shall call now dear having food,0,1.0
Shall i ask one thing if you dont mistake me.,0,0.0
Shall i send that exe to your mail id.,0,0.0
Shant disturb u anymore... Jia you...,0,0.0
Shb b ok lor... Thanx...,0,0.0
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,0.0
She.s find. I sent you an offline message to know how anjola's now.,0,0.0
Shhhhh nobody is supposed to know!,0,1.0
Shopping lor. Them raining mah hard 2 leave orchard.,0,0.0
"Short But Cute : \\ Be a good person \" but dont try to prove\"\" ..... Gud mrng...\"\"\"",0,0.0
"Short But Cute: \\Be a good person\" but dont try to prove it..\"\" .Gud noon....\"\"\"",0,0.0
Should I be stalking u?,0,0.0
Shuhui has bought ron's present it's a swatch watch...,0,0.0
Sindu got job in birla soft ..,0,0.0
"Sir, I am waiting for your mail.",0,0.0
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,0.0
"Sir, waiting for your letter.",0,0.0
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,0.0
Sleeping nt feeling well,0,0.0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,0.0
So are you guys asking that i get that slippers again or its gone with last year,0,0.0
So dont use hook up any how,0,0.0
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,0.0
So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,0,0.0
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0,0.0
Some are lasting as much as 2 hours. You might get lucky.,0,0.0
Some of them told accenture is not confirm. Is it true.,0,0.0
Sorry da..today i wont come to play..i have driving clas..,0,0.0
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,0.0
Sorry de i went to shop.,0,0.0
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,0.0
"Sorry pa, i dont knw who ru pa?",0,0.0
"Sorry that took so long, omw now",0,0.0
"Sorry, I can't text &amp; drive coherently, see you in twenty",0,0.0
"Sorry, I'll call later",0,0.0
"Sorry, I'll call later",0,0.0
"Sorry, I'll call later",0,0.0
"Sorry, I'll call later",0,0.0
"Sorry, I'll call later",0,0.0
"Sorry, I'll call later",0,0.0
"Sorry, I'll call later  &lt;#&gt; mins",0,0.0
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0,0.0
"Sorry, was in the bathroom, sup",0,0.0
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0,0.0
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,0,0.0
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),0,0.0
Spoons it is then okay?,0,0.0
Staff of placement training in Amrita college.,0,0.0
Still chance there. If you search hard you will get it..let have a try :),0,0.0
Still i have not checked it da. . .,0,0.0
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0,0.0
Sure! I am driving but will reach my destination soon.,0,0.0
THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,0.0
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,0.0
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,0.0
Takin a shower now but yeah I'll leave when I'm done,0,0.0
Teach me apps da. When you come to college.,0,0.0
Tell me whos this pls:-),0,0.0
Tell them no need to investigate about me anywhere.,0,0.0
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,0.0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,0.0
Thank god they are in bed!,0,0.0
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0,0.0
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0,0.0
"Thanks da thangam, i feel very very happy dear. I also miss you da.",0,0.0
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0,0.0
Thanks for understanding. I've been trying to tell sura that.,0,0.0
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,0,0.0
Thanx but my birthday is over already.,0,0.0
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,0.0
"That means you got an A in epi, she.s fine. She.s here now.",0,0.0
That seems unnecessarily hostile,0,1.0
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.",0,0.0
"That's the trouble with classes that go well - you're due a dodgey one ��_ Expecting mine tomo! See you for recovery, same time, same place",0,0.0
That's y i said it's bad dat all e gals know u... Wat u doing now?,0,0.0
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0,0.0
Thats cool. How was your day?,0,0.0
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0,0.0
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,0.0
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,0.0
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,0,0.0
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,0.0
"The table's occupied, I'm waiting by the tree",0,0.0
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,0.0
Then i buy.,0,0.0
Then she buying today? �� no need to c meh...,0,0.0
Then ur sis how?,0,0.0
Then wat r u doing now? Busy wif work?,0,0.0
Then we gotta do it after that,0,0.0
Then why you came to hostel.,0,1.0
Then why you not responding,0,0.0
"There'll be a minor shindig at my place later tonight, you interested?",0,0.0
There's no point hangin on to mr not right if he's not makin u happy,0,1.0
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,0,0.0
These won't do. Have to move on to morphine,0,1.0
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0,1.0
They said �_ dun haf passport or smth like dat.. Or �_ juz send to my email account..,0,0.0
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,0.0
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0,0.0
Those ducking chinchillas,0,0.0
Those were my exact intentions,0,0.0
Thts god's gift for birds as humans hav some natural gift frm god..,0,0.0
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,0,0.0
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,0.0
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,0.0
Two teams waiting for some players,0,0.0
U GOIN OUT 2NITE?,0,0.0
U can call now...,0,0.0
U coming 2 pick me?,0,0.0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0,0.0
U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that��s what itried2tell urmom.i careabout u,0,0.0
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0,0.0
U should make a fb list,0,0.0
U sick still can go shopping?,0,0.0
U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,0.0
U're welcome... Caught u using broken english again...,0,0.0
Ugh I don't wanna get out of bed. It's so warm.,0,0.0
Ugh fuck it I'm resubbing to eve,0,0.0
Uncle Abbey! Happy New Year. Abiola,0,1.0
Unless it's a situation where YOU GO GURL would be more appropriate,0,0.0
Unni thank you dear for the recharge..Rakhesh,0,0.0
"Until 545 lor... Ya, can go 4 dinner together...",0,0.0
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0,0.0
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0,0.0
WOT U UP 2 J?,0,0.0
WOT U WANNA DO THEN MISSY?,0,0.0
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0,0.0
Wanna do some art?! :D,0,0.0
Want to finally have lunch today?,0,0.0
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0,0.0
Was doing my test earlier. I appreciate you. Will call you tomorrow.,0,0.0
Was the farm open?,0,0.0
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,0.0
"Wat time liao, where still got.",0,0.0
Wat time �_ finish?,0,0.0
Wat's da model num of ur phone?,0,0.0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,0.0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,0.0
Watching tv lor. Nice one then i like lor.,0,0.0
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0,0.0
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,0.0
We are both fine. Thanks,0,1.0
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0,0.0
We got a divorce. Lol. She.s here,0,0.0
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,1.0
We're finally ready fyi,0,0.0
Webpage s not available!,0,0.0
Well boy am I glad G wasted all night at applebees for nothing,0,0.0
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0,0.0
Well its not like you actually called someone a punto. That woulda been worse.,0,0.0
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,0,0.0
Well obviously not because all the people in my cool college life went home ;_;,0,0.0
Well she's in for a big surprise!,0,0.0
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,0,0.0
Well. Balls. Time to make calls,0,0.0
Were gonna go get some tacos,0,0.0
Were trying to find a Chinese food place around here,0,0.0
What * u wearing?,0,0.0
What Today-sunday..sunday is holiday..so no work..,0,0.0
